lrrk2	XM_048969273.1
LOC125722839	XR_007386656.1
LOC125722839	XR_007386657.1
LOC125722841	XR_007386658.1
LOC125722842	XR_007386659.1
LOC125722843	XR_007386660.1
LOC125722844	XR_007386661.1
LOC125722844	XR_007386662.1
LOC125722844	XR_007386663.1
LOC125722845	XR_007386664.1
LOC125722846	XR_007386665.1
LOC125722847	XR_007386666.1
LOC125722848	XR_007386667.1
LOC125722849	XR_007386668.1
LOC125722850	XR_007386669.1
LOC125722850	XR_007386670.1
LOC125722851	XR_007386671.1
LOC125722860	XR_007386672.1
LOC125722861	XR_007386673.1
LOC125722862	XR_007386674.1
LOC125722863	XR_007386675.1
LOC125722865	XR_007386676.1
LOC125722866	XR_007386677.1
LOC125722871	XR_007386678.1
LOC125722872	XR_007386679.1
LOC125722872	XR_007386680.1
LOC125722873	XR_007386681.1
LOC125722878	XR_007386682.1
emid1	XR_007386683.1
LOC125722895	XR_007386684.1
LOC125722919	XR_007386685.1
LOC125722920	XR_007386686.1
LOC125722921	XR_007386687.1
LOC125722922	XR_007386688.1
LOC125722926	XR_007386689.1
LOC125722927	XR_007386690.1
LOC125722954	XR_007386691.1
LOC125722954	XR_007386692.1
LOC125722955	XR_007386693.1
LOC125722968	XR_007386694.1
LOC125722968	XR_007386695.1
LOC125722973	XR_007386696.1
LOC125722978	XR_007386697.1
LOC125722983	XR_007386698.1
LOC125722984	XR_007386699.1
LOC125722984	XR_007386700.1
LOC125722992	XR_007386701.1
LOC125722992	XR_007386702.1
LOC125722994	XR_007386703.1
LOC125723006	XR_007386704.1
LOC125723008	XR_007386705.1
LOC125723010	XR_007386706.1
LOC125723015	XR_007386707.1
LOC125723018	XR_007386708.1
LOC125723026	XR_007386709.1
LOC125723027	XR_007386710.1
LOC125723034	XR_007386711.1
LOC125723051	XR_007386712.1
LOC125723052	XR_007386713.1
LOC125723052	XR_007386714.1
LOC125723056	XR_007386715.1
LOC125723064	XR_007386716.1
LOC125723064	XR_007386717.1
LOC125723064	XR_007386718.1
LOC125723069	XR_007386719.1
LOC125723076	XR_007386720.1
LOC125723081	XR_007386721.1
LOC125723085	XR_007386722.1
LOC125723085	XR_007386723.1
LOC125723085	XR_007386724.1
LOC125723086	XR_007386725.1
LOC125723086	XR_007386726.1
LOC125723087	XR_007386727.1
LOC125723088	XR_007386728.1
LOC125723088	XR_007386729.1
LOC125723088	XR_007386730.1
LOC125723088	XR_007386731.1
LOC125723088	XR_007386732.1
LOC125723089	XR_007386733.1
LOC125723090	XR_007386734.1
LOC125723090	XR_007386735.1
LOC125723091	XR_007386736.1
LOC125723092	XR_007386737.1
LOC125723093	XR_007386738.1
LOC125723094	XR_007386739.1
LOC125723095	XR_007386740.1
LOC125723095	XR_007386741.1
LOC125723039	XR_007386742.1
LOC125723107	XR_007386743.1
LOC125723108	XR_007386744.1
LOC125723108	XR_007386745.1
LOC125723109	XR_007386746.1
LOC125723110	XR_007386747.1
LOC125723111	XR_007386748.1
LOC125723112	XR_007386749.1
LOC125723113	XR_007386750.1
LOC125723114	XR_007386751.1
LOC125723115	XR_007386752.1
LOC125723116	XR_007386753.1
LOC125723117	XR_007386754.1
LOC125723119	XR_007386755.1
LOC125723120	XR_007386756.1
LOC125723121	XR_007386757.1
LOC125723122	XR_007386758.1
LOC125723123	XR_007386759.1
LOC125723124	XR_007386760.1
LOC125723125	XR_007386761.1
LOC125723126	XR_007386762.1
LOC125723127	XR_007386763.1
LOC125723128	XR_007386764.1
LOC125723129	XR_007386765.1
LOC125723130	XR_007386766.1
LOC125723131	XR_007386767.1
LOC125723132	XR_007386768.1
LOC125723133	XR_007386769.1
LOC125723134	XR_007386770.1
LOC125723135	XR_007386771.1
LOC125723136	XR_007386772.1
LOC125723139	XR_007386773.1
LOC125723140	XR_007386774.1
LOC125723141	XR_007386775.1
LOC125723142	XR_007386776.1
LOC125723143	XR_007386777.1
LOC125723039	XR_007386778.1
LOC125723144	XR_007386779.1
LOC125723145	XR_007386780.1
LOC125723146	XR_007386781.1
LOC125723147	XR_007386782.1
LOC125723148	XR_007386783.1
LOC125723149	XR_007386784.1
LOC125723150	XR_007386785.1
LOC125723151	XR_007386786.1
LOC125723152	XR_007386787.1
LOC125723153	XR_007386788.1
LOC125723155	XR_007386789.1
LOC125723156	XR_007386790.1
LOC125723157	XR_007386791.1
LOC125723158	XR_007386792.1
LOC125723159	XR_007386793.1
LOC125723160	XR_007386794.1
LOC125723161	XR_007386795.1
LOC125723162	XR_007386796.1
LOC125723163	XR_007386797.1
LOC125723179	XR_007386798.1
LOC125723191	XR_007386799.1
LOC125723194	XR_007386800.1
LOC125723195	XR_007386801.1
LOC125723197	XR_007386802.1
LOC125723198	XR_007386803.1
LOC125723199	XR_007386804.1
LOC125723200	XR_007386805.1
LOC125723201	XR_007386806.1
LOC125723202	XR_007386807.1
LOC125723202	XR_007386808.1
LOC125723202	XR_007386809.1
LOC125723202	XR_007386810.1
LOC125723203	XR_007386811.1
LOC125723204	XR_007386812.1
LOC125723205	XR_007386813.1
LOC125723206	XR_007386814.1
LOC125723207	XR_007386815.1
LOC125723230	XR_007386816.1
LOC125723230	XR_007386817.1
LOC125723230	XR_007386818.1
LOC125723230	XR_007386819.1
LOC125723230	XR_007386820.1
LOC125723230	XR_007386821.1
LOC125723230	XR_007386822.1
LOC125723243	XR_007386823.1
LOC125723244	XR_007386824.1
LOC125723245	XR_007386825.1
LOC125723245	XR_007386826.1
LOC125723246	XR_007386827.1
LOC125723247	XR_007386828.1
LOC125723248	XR_007386829.1
LOC125723248	XR_007386830.1
LOC125723248	XR_007386831.1
LOC125723249	XR_007386832.1
LOC125723252	XR_007386834.1
mxd4	XR_007386835.1
mxd4	XR_007386836.1
mxd4	XR_007386837.1
mxd4	XR_007386838.1
mxd4	XR_007386839.1
mxd4	XR_007386840.1
LOC125723237	XR_007386841.1
LOC125723259	XR_007386842.1
LOC125723268	XR_007386843.1
LOC125723271	XR_007386844.1
LOC125723277	XR_007386845.1
LOC125723277	XR_007386846.1
LOC125723281	XR_007386847.1
LOC125723286	XR_007386848.1
LOC125723286	XR_007386849.1
LOC125723287	XR_007386850.1
LOC125723301	XR_007386851.1
LOC125723304	XR_007386852.1
LOC125723304	XR_007386853.1
LOC125723307	XR_007386854.1
LOC125723307	XR_007386855.1
LOC125723308	XR_007386856.1
LOC125723310	XR_007386857.1
LOC125723314	XR_007386858.1
LOC125723315	XR_007386859.1
LOC125723319	XR_007386860.1
LOC125723325	XR_007386861.1
dclk2a	XR_007386862.1
LOC125723356	XR_007386863.1
LOC125723356	XR_007386864.1
LOC125723359	XR_007386865.1
LOC125723390	XR_007386866.1
LOC125723394	XR_007386867.1
LOC125723228	XR_007386868.1
LOC125723405	XR_007386869.1
LOC125723412	XR_007386870.1
LOC125723416	XR_007386871.1
LOC125723416	XR_007386872.1
LOC125723418	XR_007386873.1
LOC125723418	XR_007386874.1
LOC125723423	XR_007386875.1
LOC125723428	XR_007386876.1
LOC125723429	XR_007386877.1
LOC125723430	XR_007386878.1
LOC125723431	XR_007386879.1
LOC125723432	XR_007386880.1
LOC125723433	XR_007386881.1
LOC125723433	XR_007386882.1
LOC125723433	XR_007386883.1
LOC125723433	XR_007386884.1
LOC125723433	XR_007386885.1
LOC125723434	XR_007386886.1
LOC125723434	XR_007386887.1
LOC125723434	XR_007386888.1
LOC125723435	XR_007386889.1
LOC125723436	XR_007386890.1
LOC125723437	XR_007386891.1
LOC125723438	XR_007386892.1
LOC125723439	XR_007386893.1
LOC125723439	XR_007386894.1
LOC125723440	XR_007386895.1
LOC125723441	XR_007386896.1
LOC125723442	XR_007386897.1
LOC125723443	XR_007386898.1
LOC125723444	XR_007386899.1
LOC125723444	XR_007386900.1
LOC125723445	XR_007386901.1
LOC125723445	XR_007386902.1
LOC125723446	XR_007386903.1
LOC125723447	XR_007386904.1
LOC125723455	XR_007386905.1
LOC125723457	XR_007386906.1
LOC125723458	XR_007386907.1
LOC125723459	XR_007386908.1
LOC125723460	XR_007386909.1
LOC125723461	XR_007386910.1
LOC125723462	XR_007386911.1
LOC125723463	XR_007386912.1
LOC125723465	XR_007386913.1
LOC125723486	XR_007386914.1
LOC125723487	XR_007386915.1
LOC125723488	XR_007386916.1
LOC125723497	XR_007386917.1
LOC125723507	XR_007386918.1
LOC125723513	XR_007386919.1
smarcc2	XR_007386920.1
smarcc2	XR_007386921.1
LOC125723544	XR_007386922.1
LOC125723548	XR_007386923.1
LOC125723548	XR_007386924.1
LOC125723559	XR_007386925.1
LOC125723559	XR_007386926.1
LOC125723564	XR_007386927.1
LOC125723574	XR_007386928.1
LOC125723574	XR_007386929.1
LOC125723580	XR_007386930.1
LOC125723574	XR_007386931.1
LOC125723582	XR_007386932.1
LOC125723574	XR_007386933.1
LOC125723574	XR_007386934.1
LOC125723574	XR_007386935.1
LOC125723574	XR_007386936.1
LOC125723574	XR_007386937.1
LOC125723592	XR_007386938.1
LOC125723593	XR_007386939.1
LOC125723593	XR_007386940.1
LOC125723574	XR_007386941.1
LOC125723599	XR_007386942.1
LOC125723599	XR_007386943.1
LOC125723605	XR_007386944.1
LOC125723605	XR_007386945.1
LOC125723605	XR_007386946.1
LOC125723610	XR_007386947.1
LOC125723610	XR_007386948.1
LOC125723610	XR_007386949.1
LOC125723610	XR_007386950.1
LOC125723610	XR_007386951.1
LOC125723610	XR_007386952.1
spryd3	XR_007386953.1
LOC125723629	XR_007386954.1
LOC125723644	XR_007386955.1
LOC125723647	XR_007386956.1
LOC125723652	XR_007386957.1
LOC125723663	XR_007386962.1
LOC125723766	XR_007386963.1
LOC125723766	XR_007386964.1
LOC125723774	XR_007386965.1
LOC125723775	XR_007386966.1
LOC125723778	XR_007386967.1
LOC125723779	XR_007386968.1
LOC125723781	XR_007386969.1
LOC125723786	XR_007386970.1
LOC125723806	XR_007386971.1
LOC125723808	XR_007386972.1
LOC125723808	XR_007386973.1
LOC125723808	XR_007386974.1
LOC125723816	XR_007386975.1
LOC125723816	XR_007386976.1
LOC125723817	XR_007386977.1
LOC125723818	XR_007386978.1
LOC125723819	XR_007386979.1
LOC125723820	XR_007386980.1
LOC125723828	XR_007386981.1
LOC125723834	XR_007386982.1
LOC125723844	XR_007386983.1
LOC125723851	XR_007386984.1
LOC125723851	XR_007386985.1
LOC125723871	XR_007386986.1
LOC125723871	XR_007386987.1
LOC125723871	XR_007386988.1
LOC125723871	XR_007386989.1
LOC125723871	XR_007386990.1
LOC125723871	XR_007386991.1
LOC125723871	XR_007386992.1
LOC125723871	XR_007386993.1
LOC125723871	XR_007386994.1
LOC125723872	XR_007386995.1
LOC125723873	XR_007386996.1
LOC125723873	XR_007386997.1
LOC125723873	XR_007386998.1
LOC125723874	XR_007386999.1
LOC125723874	XR_007387000.1
LOC125723874	XR_007387001.1
LOC125723875	XR_007387002.1
LOC125723875	XR_007387003.1
LOC125723876	XR_007387004.1
LOC125723877	XR_007387005.1
LOC125723878	XR_007387006.1
LOC125723879	XR_007387007.1
LOC125723880	XR_007387008.1
LOC125723880	XR_007387009.1
LOC125723881	XR_007387010.1
LOC125723882	XR_007387011.1
LOC125723883	XR_007387012.1
LOC125723884	XR_007387013.1
LOC125723885	XR_007387014.1
LOC125723885	XR_007387015.1
LOC125723886	XR_007387016.1
LOC125723887	XR_007387017.1
LOC125723888	XR_007387018.1
LOC125723889	XR_007387019.1
LOC125723890	XR_007387020.1
LOC125723891	XR_007387021.1
LOC125723892	XR_007387022.1
LOC125723892	XR_007387023.1
LOC125723899	XR_007387024.1
LOC125723899	XR_007387025.1
LOC125723899	XR_007387026.1
LOC125723902	XR_007387028.1
LOC125723903	XR_007387029.1
LOC125723904	XR_007387030.1
LOC125723905	XR_007387031.1
LOC125723907	XR_007387032.1
LOC125723908	XR_007387033.1
LOC125723909	XR_007387034.1
LOC125723910	XR_007387035.1
LOC125723911	XR_007387036.1
LOC125723906	XR_007387037.1
LOC125723912	XR_007387038.1
LOC125723913	XR_007387039.1
LOC125723914	XR_007387040.1
LOC125723915	XR_007387041.1
LOC125723916	XR_007387042.1
LOC125723918	XR_007387043.1
LOC125723919	XR_007387044.1
LOC125723920	XR_007387045.1
LOC125723921	XR_007387046.1
LOC125723922	XR_007387047.1
LOC125723923	XR_007387048.1
LOC125723926	XR_007387049.1
LOC125723927	XR_007387050.1
LOC125723928	XR_007387051.1
LOC125723929	XR_007387052.1
LOC125723930	XR_007387053.1
LOC125723931	XR_007387054.1
LOC125723932	XR_007387055.1
LOC125723934	XR_007387056.1
LOC125723935	XR_007387057.1
LOC125723936	XR_007387058.1
LOC125723937	XR_007387059.1
LOC125723938	XR_007387060.1
LOC125723933	XR_007387061.1
LOC125723939	XR_007387062.1
LOC125723940	XR_007387063.1
LOC125723941	XR_007387064.1
LOC125723942	XR_007387065.1
LOC125723943	XR_007387066.1
LOC125723933	XR_007387067.1
LOC125723944	XR_007387068.1
LOC125723945	XR_007387069.1
LOC125723946	XR_007387070.1
LOC125723947	XR_007387071.1
LOC125723948	XR_007387072.1
LOC125723950	XR_007387073.1
LOC125723951	XR_007387074.1
LOC125723952	XR_007387075.1
LOC125723861	XR_007387076.1
rab12	XR_007387077.1
LOC125723979	XR_007387078.1
LOC125723979	XR_007387079.1
LOC125723979	XR_007387080.1
LOC125723979	XR_007387081.1
LOC125723979	XR_007387082.1
LOC125723979	XR_007387083.1
LOC125723979	XR_007387084.1
LOC125723979	XR_007387085.1
LOC125723980	XR_007387086.1
LOC125723861	XR_007387087.1
LOC125723983	XR_007387088.1
LOC125723983	XR_007387089.1
LOC125723983	XR_007387090.1
LOC125723983	XR_007387091.1
LOC125723983	XR_007387092.1
LOC125723983	XR_007387093.1
LOC125723983	XR_007387094.1
LOC125723983	XR_007387095.1
LOC125723987	XR_007387096.1
LOC125723987	XR_007387097.1
LOC125723987	XR_007387098.1
LOC125723987	XR_007387099.1
LOC125723987	XR_007387100.1
LOC125723990	XR_007387101.1
LOC125723990	XR_007387102.1
LOC125723990	XR_007387103.1
LOC125723991	XR_007387104.1
LOC125723996	XR_007387105.1
LOC125724001	XR_007387106.1
LOC125724001	XR_007387107.1
hecw1b	XR_007387108.1
hecw1b	XR_007387109.1
hecw1b	XR_007387110.1
LOC125724007	XR_007387111.1
LOC125724009	XR_007387112.1
LOC125724016	XR_007387113.1
LOC125724018	XR_007387114.1
LOC125724019	XR_007387115.1
LOC125724020	XR_007387116.1
LOC125724020	XR_007387117.1
LOC125724021	XR_007387118.1
LOC125724022	XR_007387119.1
LOC125724044	XR_007387120.1
LOC125724044	XR_007387121.1
LOC125724044	XR_007387122.1
LOC125724044	XR_007387123.1
LOC125724044	XR_007387124.1
LOC125724044	XR_007387125.1
LOC125724044	XR_007387126.1
LOC125724048	XR_007387127.1
LOC125724050	XR_007387128.1
LOC125724079	XR_007387129.1
LOC125724086	XR_007387130.1
LOC125724087	XR_007387131.1
LOC125724088	XR_007387132.1
LOC125724089	XR_007387133.1
LOC125724089	XR_007387134.1
LOC125724090	XR_007387135.1
LOC125724091	XR_007387136.1
LOC125724091	XR_007387137.1
LOC125724092	XR_007387138.1
LOC125724093	XR_007387139.1
LOC125724094	XR_007387140.1
LOC125724094	XR_007387141.1
LOC125724095	XR_007387142.1
LOC125724096	XR_007387143.1
LOC125724097	XR_007387144.1
LOC125724099	XR_007387145.1
LOC125724099	XR_007387146.1
LOC125724100	XR_007387147.1
LOC125724101	XR_007387148.1
LOC125724101	XR_007387149.1
LOC125724102	XR_007387150.1
LOC125724103	XR_007387151.1
LOC125724103	XR_007387152.1
LOC125724104	XR_007387153.1
LOC125724105	XR_007387154.1
LOC125724119	XR_007387155.1
LOC125724123	XR_007387156.1
LOC125724123	XR_007387157.1
LOC125724129	XR_007387158.1
LOC125724112	XR_007387159.1
LOC125724129	XR_007387160.1
LOC125724129	XR_007387161.1
LOC125724129	XR_007387162.1
LOC125724129	XR_007387163.1
LOC125724130	XR_007387164.1
LOC125724130	XR_007387165.1
LOC125724131	XR_007387166.1
LOC125724134	XR_007387167.1
LOC125724134	XR_007387168.1
LOC125724134	XR_007387169.1
LOC125724142	XR_007387170.1
LOC125724143	XR_007387171.1
LOC125724144	XR_007387172.1
LOC125724145	XR_007387173.1
LOC125724146	XR_007387174.1
LOC125724147	XR_007387175.1
LOC125724147	XR_007387176.1
LOC125724148	XR_007387177.1
LOC125724149	XR_007387178.1
LOC125724150	XR_007387179.1
LOC125724151	XR_007387180.1
LOC125724152	XR_007387181.1
LOC125724153	XR_007387182.1
LOC125724156	XR_007387183.1
LOC125724160	XR_007387184.1
cacna1ba	XR_007387185.1
LOC125724232	XR_007387186.1
LOC125724362	XR_007387187.1
LOC125724362	XR_007387188.1
LOC125724398	XR_007387189.1
LOC125724409	XR_007387190.1
LOC125724457	XR_007387191.1
LOC125724457	XR_007387192.1
LOC125724482	XR_007387193.1
LOC125724482	XR_007387194.1
LOC125724490	XR_007387195.1
LOC125724490	XR_007387196.1
LOC125724491	XR_007387197.1
LOC125724492	XR_007387198.1
LOC125724493	XR_007387199.1
LOC125724494	XR_007387200.1
LOC125724503	XR_007387202.1
LOC125724505	XR_007387203.1
txnrd2.2	XR_007387204.1
LOC125724524	XR_007387205.1
LOC125724525	XR_007387206.1
LOC125724525	XR_007387207.1
LOC125724525	XR_007387208.1
LOC125724526	XR_007387209.1
LOC125724531	XR_007387210.1
LOC125724531	XR_007387211.1
LOC125724532	XR_007387212.1
LOC125724533	XR_007387213.1
LOC125724535	XR_007387214.1
LOC125724536	XR_007387215.1
LOC125724539	XR_007387216.1
LOC125724539	XR_007387217.1
LOC125724539	XR_007387218.1
LOC125724539	XR_007387219.1
LOC125724540	XR_007387220.1
LOC125724543	XR_007387221.1
LOC125724544	XR_007387222.1
LOC125724544	XR_007387223.1
LOC125724544	XR_007387224.1
LOC125724544	XR_007387225.1
LOC125724544	XR_007387226.1
LOC125724544	XR_007387227.1
LOC125724544	XR_007387228.1
LOC125724544	XR_007387229.1
LOC125724544	XR_007387230.1
LOC125724544	XR_007387231.1
LOC125724640	XR_007387232.1
LOC125724640	XR_007387233.1
LOC125724712	XR_007387234.1
LOC125724776	XR_007387235.1
LOC125724890	XR_007387236.1
LOC125724890	XR_007387237.1
LOC125724890	XR_007387238.1
LOC125724890	XR_007387239.1
LOC125724890	XR_007387240.1
LOC125724890	XR_007387241.1
LOC125724890	XR_007387242.1
LOC125724890	XR_007387243.1
LOC125724890	XR_007387244.1
LOC125724890	XR_007387245.1
LOC125724890	XR_007387246.1
LOC125724890	XR_007387247.1
LOC125724890	XR_007387248.1
LOC125724890	XR_007387249.1
LOC125724890	XR_007387250.1
LOC125724890	XR_007387251.1
LOC125724890	XR_007387252.1
LOC125724890	XR_007387253.1
LOC125724890	XR_007387254.1
LOC125724892	XR_007387255.1
LOC125724893	XR_007387256.1
LOC125724921	XR_007387257.1
LOC125724921	XR_007387258.1
LOC125724922	XR_007387259.1
LOC125724924	XR_007387260.1
LOC125724949	XR_007387261.1
LOC125724950	XR_007387262.1
LOC125724955	XR_007387263.1
LOC125724957	XR_007387264.1
LOC125724958	XR_007387265.1
LOC125724959	XR_007387266.1
LOC125724960	XR_007387267.1
LOC125724969	XR_007387268.1
LOC125724970	XR_007387269.1
LOC125724972	XR_007387270.1
LOC125724972	XR_007387271.1
LOC125724983	XR_007387272.1
LOC125724985	XR_007387273.1
LOC125724986	XR_007387274.1
LOC125724992	XR_007387275.1
nufip2	XR_007387276.1
nufip2	XR_007387277.1
LOC125725001	XR_007387278.1
LOC125725001	XR_007387279.1
LOC125725014	XR_007387280.1
LOC125725016	XR_007387281.1
LOC125725017	XR_007387282.1
LOC125725019	XR_007387283.1
LOC125725019	XR_007387284.1
LOC125725019	XR_007387285.1
LOC125725025	XR_007387286.1
LOC125725032	XR_007387287.1
LOC125725041	XR_007387288.1
LOC125725043	XR_007387289.1
LOC125725044	XR_007387290.1
LOC125725056	XR_007387291.1
LOC125725069	XR_007387292.1
LOC125725069	XR_007387293.1
LOC125725070	XR_007387294.1
LOC125725070	XR_007387295.1
LOC125725070	XR_007387296.1
LOC125725072	XR_007387297.1
LOC125725076	XR_007387298.1
LOC125725076	XR_007387299.1
LOC125725076	XR_007387300.1
LOC125725077	XR_007387301.1
LOC125725077	XR_007387302.1
LOC125725077	XR_007387303.1
LOC125725077	XR_007387304.1
LOC125725077	XR_007387305.1
LOC125725077	XR_007387306.1
LOC125725079	XR_007387307.1
LOC125725079	XR_007387308.1
LOC125725080	XR_007387309.1
LOC125725080	XR_007387310.1
LOC125725080	XR_007387311.1
LOC125725081	XR_007387312.1
LOC125725082	XR_007387313.1
LOC125725083	XR_007387314.1
LOC125725083	XR_007387315.1
LOC125725084	XR_007387316.1
LOC125725085	XR_007387317.1
LOC125725085	XR_007387318.1
LOC125725086	XR_007387319.1
LOC125725087	XR_007387320.1
LOC125725088	XR_007387321.1
LOC125725090	XR_007387322.1
LOC125725091	XR_007387323.1
LOC125725092	XR_007387324.1
LOC125725098	XR_007387325.1
LOC125725098	XR_007387326.1
LOC125725099	XR_007387327.1
LOC125725099	XR_007387328.1
LOC125725100	XR_007387329.1
LOC125725101	XR_007387330.1
LOC125725102	XR_007387331.1
LOC125725102	XR_007387332.1
LOC125725105	XR_007387333.1
LOC125725105	XR_007387334.1
LOC125725106	XR_007387335.1
LOC125725108	XR_007387336.1
LOC125725109	XR_007387337.1
LOC125725109	XR_007387338.1
LOC125725110	XR_007387339.1
LOC125725111	XR_007387340.1
LOC125725112	XR_007387341.1
LOC125725113	XR_007387342.1
LOC125725114	XR_007387343.1
LOC125725115	XR_007387344.1
LOC125725118	XR_007387345.1
LOC125725118	XR_007387346.1
LOC125725125	XR_007387347.1
LOC125725125	XR_007387348.1
LOC125725125	XR_007387349.1
LOC125725125	XR_007387350.1
LOC125725125	XR_007387351.1
LOC125725126	XR_007387352.1
LOC125725127	XR_007387353.1
LOC125725128	XR_007387354.1
LOC125725129	XR_007387355.1
LOC125725130	XR_007387356.1
LOC125725131	XR_007387357.1
LOC125725132	XR_007387358.1
LOC125725135	XR_007387359.1
LOC125725135	XR_007387360.1
LOC125725136	XR_007387361.1
LOC125725137	XR_007387362.1
LOC125725138	XR_007387363.1
LOC125725139	XR_007387364.1
LOC125725139	XR_007387365.1
LOC125725145	XR_007387366.1
LOC125725176	XR_007387367.1
LOC125725179	XR_007387368.1
LOC125725188	XR_007387369.1
prkag3a	XR_007387370.1
prkag3a	XR_007387371.1
prkag3a	XR_007387372.1
prkag3a	XR_007387373.1
trpm2	XR_007387374.1
trpm2	XR_007387375.1
LOC125725209	XR_007387376.1
LOC125725212	XR_007387377.1
LOC125725219	XR_007387378.1
LOC125725226	XR_007387379.1
msi1b	XR_007387380.1
LOC125725242	XR_007387381.1
LOC125725246	XR_007387382.1
LOC125725247	XR_007387383.1
LOC125725248	XR_007387384.1
LOC125725249	XR_007387385.1
LOC125725249	XR_007387386.1
LOC125725250	XR_007387387.1
LOC125725251	XR_007387388.1
LOC125725252	XR_007387389.1
LOC125725253	XR_007387390.1
LOC125725254	XR_007387391.1
LOC125725255	XR_007387392.1
msi1b	XR_007387393.1
LOC125725264	XR_007387394.1
LOC125725264	XR_007387395.1
LOC125725265	XR_007387396.1
LOC125725265	XR_007387397.1
msi1b	XR_007387398.1
LOC125725269	XR_007387399.1
msi1b	XR_007387400.1
msi1b	XR_007387401.1
msi1b	XR_007387402.1
prpf4ba	XR_007387403.1
prpf4ba	XR_007387404.1
prpf4ba	XR_007387405.1
prpf4ba	XR_007387406.1
prpf4ba	XR_007387407.1
msi1b	XR_007387408.1
prpf4ba	XR_007387409.1
prpf4ba	XR_007387410.1
LOC125725286	XR_007387411.1
